ranking_companies,unicorn,date_joined,country,city,industry,selected_investors,value,lat,lng,capital,population,id_city,year
1,Bytedance,2017-04-07,China,Beijing,Artificial Intelligence,"Sequoia Capital China, SIG Asia Investments, Sina Weibo, Softbank Group",140.0,39.905,116.3914,primary,19433000.0,1156228865,2017
2,SpaceX,2012-12-01,United States,Hawthorne,Other,"Founders Fund, Draper Fisher Jurvetson, Rothenberg Ventures",125.0,33.9146,-118.3476,,86068.0,1840020486,2012
3,SHEIN,2018-07-03,China,Shenzhen,E-commerce & direct-to-consumer,"Tiger Global Management, Sequoia Capital China, Shunwei Capital Partners",100.0,22.535,114.054,minor,15929000.0,1156158707,2018
4,Stripe,2014-01-23,United States,San Francisco,Fintech,"Khosla Ventures, LowercaseCapital, capitalG",95.0,37.7562,-122.443,,3592294.0,1840021543,2014
5,Klarna,2011-12-12,Sweden,Stockholm,Fintech,"Institutional Venture Partners, Sequoia Capital, General Atlantic",45.6,59.3294,18.0686,primary,972647.0,1752425602,2011
6,Canva,2018-01-08,Australia,Sydney,Internet software & services,"Sequoia Capital China, Blackbird Ventures, Matrix Partners",40.0,-33.865,151.2094,admin,5312163.0,1036074917,2018
7,Checkout.com,2019-05-02,United Kingdom,London,Fintech,"Tiger Global Management, Insight Partners, DST Global",40.0,51.5072,-0.1275,primary,10979000.0,1826645935,2019
8,Instacart,2014-12-30,United States,San Francisco,"Supply chain, logistics, & delivery","Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund",39.0,37.7562,-122.443,,3592294.0,1840021543,2014
9,Databricks,2019-02-05,United States,San Francisco,Data management & analytics,"Andreessen Horowitz, New Enterprise Associates, Battery Ventures",38.0,37.7562,-122.443,,3592294.0,1840021543,2019
10,Revolut,2018-04-26,United Kingdom,London,Fintech,"index Ventures, DST Global, Ribbit Capital",33.0,51.5072,-0.1275,primary,10979000.0,1826645935,2018
11,Epic Games,2018-10-26,United States,Cary,Other,"Tencent Holdings, KKR, Smash Ventures",31.5,35.782,-78.8191,,170282.0,1840016196,2018
12,FTX,2021-07-20,"Bahamas, The",Nassau,Fintech,"Sequoia Capital, Thoma Bravo, Softbank",32.0,25.0667,-77.3333,primary,274400.0,1044318561,2021
13,Fanatics,2012-06-06,United States,Jacksonville,E-commerce & direct-to-consumer,"SoftBank Group, Andreessen Horowitz, Temasek Holdings",27.0,30.3322,-81.6749,,1181496.0,1840015031,2012
14,Chime,2019-03-05,United States,San Francisco,Fintech,"Forerunner Ventures, Crosslink Capital, Homebrew",25.0,37.7562,-122.443,,3592294.0,1840021543,2019
15,BYJU's,2017-07-25,India,Bangalore,Edtech,"Tencent Holdings, Lightspeed India Partners, Sequoia Capital India",22.0,12.9699,77.598,admin,13707000.0,1356410365,2017
16,Xiaohongshu,2016-03-31,China,Shanghai,E-commerce & direct-to-consumer,"GGV Capital, ZhenFund, Tencent",20.0,31.1667,121.4667,admin,22120000.0,1156073548,2016
17,J&T Express,2021-04-07,Indonesia,Jakarta,"Supply chain, logistics, & delivery","Hillhouse Capital Management, Boyu Capital, Sequoia Capital China",20.0,-6.2146,106.8451,primary,34540000.0,1360771077,2021
18,Miro,2022-01-05,United States,San Francisco,Internet software & services,"Accel, AltaIR Capital, Technology Crossover Ventures",17.5,37.7562,-122.443,,3592294.0,1840021543,2022
19,Yuanfudao,2017-05-31,China,Beijing,Edtech,"Tencent Holdings, Warbug Pincus, IDG Capital",15.5,39.905,116.3914,primary,19433000.0,1156228865,2017
20,DJI Innovations,2015-01-23,China,Shenzhen,Hardware,"Accel Partners, Sequoia Capital",15.0,22.535,114.054,minor,15929000.0,1156158707,2015
21,Discord,2018-04-20,United States,San Francisco,Internet software & services,"Benchmark, Greylock Partners, Tencent Holdings",15.0,37.7562,-122.443,,3592294.0,1840021543,2018
22,goPuff,2020-10-08,United States,Philadelphia,E-commerce & direct-to-consumer,"Accel, Softbank Group, Anthos Capital",15.0,40.0077,-75.1339,,5649300.0,1840000673,2020
23,Yuanqi Senlin,2020-03-01,China,Beijing,Consumer & retail,"Sequoia Capital China, Longfor Capitalm, Gaorong Capital",15.0,39.905,116.3914,primary,19433000.0,1156228865,2020
24,Ripple,2019-12-20,United States,San Francisco,Fintech,"IDG Capital, Venture51, Lightspeed Venture Partners",15.0,37.7562,-122.443,,3592294.0,1840021543,2019
25,Blockchain.com,2021-02-17,United Kingdom,London,Fintech,"Lightspeed Venture Partners, Google Ventures, Lakestar",14.0,51.5072,-0.1275,primary,10979000.0,1826645935,2021
26,Plaid,2018-12-11,United States,San Francisco,Fintech,"New Enterprise Associates, Spar Capital, Index Ventures",13.5,37.7562,-122.443,,3592294.0,1840021543,2018
27,OpenSea,2021-07-20,United States,New York,E-commerce & direct-to-consumer,"Andreessen Horowitz, Thirty Five Ventures, Sound Ventures",13.3,40.6943,-73.9249,,18713220.0,1840034016,2021
28,Grammarly,2019-10-10,United States,San Francisco,Internet software & services,"General Catalyst, Institutional Venture Partners, Breyer Capital",13.0,37.7562,-122.443,,3592294.0,1840021543,2019
29,Devoted Health,2018-10-16,United States,Waltham,Health,"Andreessen Horowitz, F-Prime Capital, Venrock",12.6,42.3889,-71.2423,,62495.0,1840000428,2018
30,Faire,2019-10-30,United States,San Francisco,Artificial Intelligence,"Khosla Ventures, Forerunner Ventures, Sequoia Capital",12.59,37.7562,-122.443,,3592294.0,1840021543,2019
31,Brex,2018-10-05,United States,San Francisco,Fintech,"DST Global, Ribbit Capital, Greenoaks Capital Management",12.3,37.7562,-122.443,,3592294.0,1840021543,2018
32,JUUL Labs,2017-12-20,United States,San Francisco,Consumer & retail,Tiger Global Management,12.0,37.7562,-122.443,,3592294.0,1840021543,2017
33,Bitmain Technologies,2018-07-06,China,Beijing,Hardware,"Coatue Management, Sequoia Capital China, IDG Capital",12.0,39.905,116.3914,primary,19433000.0,1156228865,2018
34,Biosplice Therapeutics,2018-08-06,United States,San Diego,Health,"Vickers Venture Partners, IKEA GreenTech",12.0,32.8312,-117.1225,,3220118.0,1840021990,2018
35,GoodLeap,2021-10-13,United States,Roseville,Internet software & services,"New Enterprise Associates, BDT Capital Partners, Davidson Kempner Capital Management",12.0,38.7703,-121.3196,,141500.0,1840020233,2021
36,Xingsheng Selected,2020-07-22,China,Changsha,E-commerce & direct-to-consumer,"KKR, Tencent Holdings, Sequoia Capital China",12.0,28.1987,112.9709,admin,8394500.0,1156961497,2020
37,Deel,2021-04-21,United States,San Francisco,Fintech,"Andreessen Horowitz, Spark Capital, Y Combinator",12.0,37.7562,-122.443,,3592294.0,1840021543,2021
38,Getir,2021-03-26,Turkey,Istanbul,E-commerce & direct-to-consumer,"Tiger Global Management, Sequoia Capital, Revo Capital",11.8,41.01,28.9603,admin,15154000.0,1792756324,2021
39,Airtable,2018-11-15,United States,San Francisco,Internet software & services,"Caffeinated Capital, CRV, Founder Collective",11.7,37.7562,-122.443,,3592294.0,1840021543,2018
40,ZongMu Technology,2021-06-03,China,Shanghai,Auto & transportation,"LTW Capital, Legend Capital, Qualcomm Ventures",11.4,31.1667,121.4667,admin,22120000.0,1156073548,2021
41,Rippling,2020-08-04,United States,San Francisco,Internet software & services,"Initialized Capital, Y Combinator, Kleiner Perkins Caufield & Byers",11.25,37.7562,-122.443,,3592294.0,1840021543,2020
42,Global Switch,2016-12-22,United Kingdom,London,Hardware,"Aviation Industry Corporation of China, Essence Financial, Jiangsu Sha Steel Group",11.1,51.5072,-0.1275,primary,10979000.0,1826645935,2016
43,Celonis,2018-06-26,Germany,Munich,Data management & analytics,"Accel, 83North",11.0,48.1372,11.5755,admin,1471508.0,1276692352,2018
44,Bolt,2021-10-08,United States,San Francisco,Fintech,"Activant Capital, Tribe Capital, General Atlantic",11.0,37.7562,-122.443,,3592294.0,1840021543,2021
45,Alchemy,2021-10-28,United States,San Francisco,Fintech,"DFJ Growth Fund, Coatue Management, Addition",10.2,37.7562,-122.443,,3592294.0,1840021543,2021
46,Weilong,2021-05-08,China,Luohe,Consumer & retail,"Tencent Holdings, Hillhouse Capital Management, Yunfeng Capital",10.88,33.583,114.0109,minor,2500000.0,1156330876,2021
47,Swiggy,2018-06-21,India,Bangalore,"Supply chain, logistics, & delivery","Accel India, SAIF Partners, Norwest Venture Partners",10.7,12.9699,77.598,admin,13707000.0,1356410365,2018
48,Lalamove,2019-02-21,Hong Kong,Hong Kong,"Supply chain, logistics, & delivery","MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital",10.0,22.305,114.185,primary,7347000.0,1344982653,2019
49,Figma,2020-04-30,United States,San Francisco,Internet software & services,"Index Ventures, Greylock Partners, Kleiner Perkins Caufield & Byers",10.0,37.7562,-122.443,,3592294.0,1840021543,2020
50,Gusto,2015-12-18,United States,San Francisco,Fintech,"General Catalyst Partners, Google Ventures, Kleiner Perkins Caufield & Byers",10.0,37.7562,-122.443,,3592294.0,1840021543,2015
51,Chehaoduo,2016-03-12,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, GX Capital",10.0,39.905,116.3914,primary,19433000.0,1156228865,2016
52,reddit,2017-07-31,United States,San Francisco,Internet software & services,"Y Combinator, Sequoia Capital, Coatue Management",10.0,37.7562,-122.443,,3592294.0,1840021543,2017
53,Talkdesk,2018-10-03,United States,San Francisco,Internet software & services,"DJF, Salesforce Ventures, Storm Ventures",10.0,37.7562,-122.443,,3592294.0,1840021543,2018
54,Notion Labs,2020-04-01,United States,San Francisco,Internet software & services,"Index Ventures, Draft Ventures, Felicis Ventures",10.0,37.7562,-122.443,,3592294.0,1840021543,2020
55,Thrasio,2020-07-15,United States,Walpole,Other,"Upper90, RiverPark Ventures, Advent International",10.0,42.1465,-71.2555,,25129.0,1840053559,2020
56,Digital Currency Group,2021-11-01,United States,New York,Fintech,"Ribbit Capital, capitalG, Softbank Group",10.0,40.6943,-73.9249,,18713220.0,1840034016,2021
57,KuCoin,2022-05-10,Seychelles,Victoria,Fintech,"IDG Capital, Matrix Partners China, Jump Crypto",10.0,-4.6236,55.4544,primary,26450.0,1690193579,2022
58,OutSystems,2018-06-05,United States,Boston,Internet software & services,"KKR, ES Ventures, North Bridge Growth Equity",9.5,42.3188,-71.0846,admin,4688346.0,1840000455,2018
59,ServiceTitan,2018-11-14,United States,Glendale,Internet software & services,"Bessemer Venture Partners, ICONIQ Capital, Battery Ventures",9.5,33.5791,-112.2311,,252381.0,1840020563,2018
60,HEYTEA,2019-07-01,China,Shenzhen,Other,"Sequoia Capital China, Tencent Investment, BA Capital",9.28,22.535,114.054,minor,15929000.0,1156158707,2019
61,N26,2019-01-10,Germany,Berlin,Fintech,"Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures",9.23,52.5167,13.3833,primary,3644826.0,1276451290,2019
62,Klaviyo,2020-11-17,United States,Boston,Internet software & services,"Summit Partners, Accel, Astral Capital",9.2,42.3188,-71.0846,admin,4688346.0,1840000455,2020
63,Northvolt,2019-06-12,Sweden,Stockholm,Other,"Vattenfall, Volkswagen Group, Goldman Sachs",9.08,59.3294,18.0686,primary,972647.0,1752425602,2019
64,Tanium,2015-03-31,United States,Kirkland,Cybersecurity,"Andreessen Horowitz, Nor-Cal Invest, TPG Growth",9.0,47.6974,-122.2054,,93010.0,1840019836,2015
65,Niantic,2017-11-24,United States,San Francisco,Mobile & telecommunications,"Nintendo, Google, Pokemon Company International, Spark Capital",9.0,37.7562,-122.443,,3592294.0,1840021543,2017
66,OYO Rooms,2018-09-25,India,Gurgaon,Travel,"SoftBank Group, Sequoia Capital India,Lightspeed India Partners",9.0,28.45,77.02,,197340.0,1356836043,2018
67,Rapyd,2019-12-03,United Kingdom,London,Fintech,"Target Global, General Catalyst, Durable Capital Partners",8.75,51.5072,-0.1275,primary,10979000.0,1826645935,2019
68,Kavak,2020-10-01,Mexico,Lerma,E-commerce & direct-to-consumer,"DST Global, SoftBank Group, Mountain Nazca",8.7,19.2847,-99.5119,minor,105578.0,1484402392,2020
69,Snyk,2020-01-21,United States,Boston,Cybersecurity,"BOLDstart Ventures, Google Ventures, Accel",8.6,42.3188,-71.0846,admin,4688346.0,1840000455,2020
70,Nuro,2019-02-11,United States,Mountain View,Auto & transportation,"SoftBank Group, Greylock Partners, Gaorong Capital",8.6,37.4,-122.0796,,82739.0,1840020332,2019
71,Chainalysis,2020-11-23,United States,New York,Fintech,"Addition, Benhcmark, Accel",8.6,40.6943,-73.9249,,18713220.0,1840034016,2020
72,Pony.ai,2018-07-11,United States,Fremont,Artificial Intelligence,"Sequoia Capital China, IDG Capital, DCM Ventures",8.5,37.5265,-121.9852,,241110.0,1840020292,2018
73,Bolt,2018-05-29,Estonia,Tallinn,Auto & transportation,"Didi Chuxing, Diamler, TMT Investments",8.4,59.4372,24.745,primary,438341.0,1233260021,2018
74,Lacework,2021-01-07,United States,San Jose,Cybersecurity,"Sutter Hill Ventures, Liberty Global Ventures, Coatue Management",8.3,37.3019,-121.8486,,1798103.0,1840021570,2021
75,Tipalti,2020-10-06,United States,San Mateo,Fintech,"01 Advisors, Zeev Ventures, Group 11",8.3,37.5521,-122.3122,,104430.0,1840021551,2020
76,Tempus,2018-03-21,United States,Chicago,Health,"New Enterprise Associates, T. Rowe Associates, Lightbank",8.1,41.8373,-87.6862,,8604203.0,1840000494,2018
77,Ramp,2021-03-29,United States,New York,Fintech,"D1 Capital Partners, Stripe, Coatue Management",8.1,40.6943,-73.9249,,18713220.0,1840034016,2021
78,Dream11,2019-04-09,India,Mumbai,Internet software & services,"Kaalari Capital, Tencent Holdings, Steadview Capital",8.0,18.9667,72.8333,admin,23355000.0,1356226629,2019
79,Fireblocks,2021-07-27,United States,New York,Fintech,"Tenaya Capital, Coatue Management, Stripes Group",8.0,40.6943,-73.9249,,18713220.0,1840034016,2021
80,Flexport,2018-04-30,United States,San Francisco,"Supply chain, logistics, & delivery","Bloomberg Beta, Founders Fund, First Round Capital",8.0,37.7562,-122.443,,3592294.0,1840021543,2018
81,Caris Life Sciences,2021-05-12,United States,Irving,Health,"Sixth Street Partners, OrbiMed Advisors, Highland Capital Management",7.83,32.8584,-96.9702,,239798.0,1840019438,2021
82,Dapper Labs,2021-03-30,Canada,Vancouver,Fintech,"Union Square Ventures, Venrock, Andreessen Horowitz",7.6,49.25,-123.1,,2264823.0,1124825478,2021
83,Hopin,2020-11-10,United Kingdom,London,Internet software & services,"Accel, Northzone Ventures, Institutional Venture Partners",7.75,51.5072,-0.1275,primary,10979000.0,1826645935,2020
84,Netskope,2018-11-13,United States,Santa Clara,Cybersecurity,"Lightspeed Venture Partners, Social Capital, Accel",7.5,37.3645,-121.968,,130365.0,1840021571,2018
85,Razorpay,2020-10-11,India,Bangalore,Fintech,"Sequoia Capital India, Tiger Global Management, Matrix Partners India",7.5,12.9699,77.598,admin,13707000.0,1356410365,2020
86,Automattic,2013-05-27,United States,San Francisco,Internet software & services,"Insight Venture Partners, Lowercase Capital, Polaris Partners",7.5,37.7562,-122.443,,3592294.0,1840021543,2013
87,Toss,2018-12-09,"Korea, South",Seoul,Fintech,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers",7.4,37.56,126.99,primary,21794000.0,1410836482,2018
88,Carta,2019-05-06,United States,San Francisco,Fintech,"Menlo Ventures, Spark Capital, Union Square Ventures",7.4,37.7562,-122.443,,3592294.0,1840021543,2019
89,Scale AI,2019-08-05,United States,San Francisco,Artificial Intelligence,"Accel, Y Combinator, Index Ventures",7.3,37.7562,-122.443,,3592294.0,1840021543,2019
90,Argo AI,2019-07-12,United States,Pittsburgh,Artificial Intelligence,"Volkswagen Group, Ford Autonomous Vehicles",7.25,40.4396,-79.9762,,1703266.0,1840001254,2019
91,Gong,2020-08-12,United States,Palo Alto,Artificial Intelligence,"Norwest Venture Partners, Next World Capital, Wing Venture Capital",7.25,37.3913,-122.1468,,65364.0,1840020333,2020
92,TripActions,2018-11-08,United States,Palo Alto,Travel,"Andreessen Horowitz, Lightspeed Venture Partners, Zeev Ventures",7.25,37.3913,-122.1468,,65364.0,1840020333,2018
93,Gemini,2021-11-19,United States,New York,Fintech,"Morgan Creek Digital, Marcy Venture Partners, 10T Fund",7.1,40.6943,-73.9249,,18713220.0,1840034016,2021
94,We Doctor,2015-09-22,China,Hangzhou,Health,"Tencent, Morningside Group",7.0,30.25,120.1675,admin,6446000.0,1156275243,2015
95,Ro,2020-07-27,United States,New York,Health,"Initialized Capital, General Catalyst, SignalFire",7.0,40.6943,-73.9249,,18713220.0,1840034016,2020
96,ConsenSys,2021-11-17,United States,New York,Fintech,"Third Point, Electric Capital, Coinbase Ventures",7.0,40.6943,-73.9249,,18713220.0,1840034016,2021
97,Automation Anywhere,2018-07-02,United States,San Jose,Artificial Intelligence,"General Atlantic, Goldman Sachs, New Enterprise Associates",6.8,37.3019,-121.8486,,1798103.0,1840021570,2018
98,1Password,2021-07-08,Canada,Toronto,Cybersecurity,"Slack Fund, Accel, Skip Capital",6.8,43.7417,-79.3733,,5429524.0,1124279679,2021
99,Ziroom,2018-01-17,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, Warburg Pincus, General Catalyst",6.6,39.905,116.3914,primary,19433000.0,1156228865,2018
100,SVOLT,2020-06-08,China,Changzhou,Auto & transportation,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",6.51,31.8122,119.9692,minor,4592431.0,1156185511,2020
101,National Stock Exchange of India,2020-07-01,India,Mumbai,Fintech,"TA Associates, SoftBank Group, GS Growth",6.5,18.9667,72.8333,admin,23355000.0,1356226629,2020
102,Mollie,2020-09-08,Netherlands,Amsterdam,Fintech,Technology Crossover Ventures,6.5,52.3667,4.8833,primary,862965.0,1528355309,2020
103,Ola Cabs,2014-10-27,India,Bangalore,Auto & transportation,"Accel Partners, SoftBank Group, Sequoia Capital",7.5,12.9699,77.598,admin,13707000.0,1356410365,2014
104,Doctolib,2019-03-19,France,Paris,Health,"BPI France, Kerala Ventures, Accel",6.4,48.8566,2.3522,primary,11020000.0,1250015082,2019
105,DataRobot,2019-07-29,United States,Boston,Artificial Intelligence,"New Enterprise Associates, Accomplice, IA Ventures",6.3,42.3188,-71.0846,admin,4688346.0,1840000455,2019
106,Personio,2021-01-19,Germany,Munich,Internet software & services,"Global Founders Capital, Nortzone Ventures, Picus Capital",6.3,48.1372,11.5755,admin,1471508.0,1276692352,2021
107,Upgrade,2018-02-12,United States,San Francisco,Fintech,"Union Square Ventures, Ribbit Capital, VY Capital",6.28,37.7562,-122.443,,3592294.0,1840021543,2018
108,Hinge Health,2021-01-06,United States,San Francisco,Health,"Atomico, Insight Partners, Coatue Management",6.2,37.7562,-122.443,,3592294.0,1840021543,2021
109,Black Unicorn Factory,2021-05-20,United States,Los Angeles,Other,Barter Ventures,6.1,34.1139,-118.4068,,12750807.0,1840020491,2021
110,Benchling,2021-04-14,United States,San Francisco,Internet software & services,"Thrive Capital, Benchmark, MenloVentures",6.1,37.7562,-122.443,,3592294.0,1840021543,2021
111,Royole Corporation,2015-08-18,China,Shenzhen,Hardware,"Warmsun Holding, IDG Capital Partners",6.0,22.535,114.054,minor,15929000.0,1156158707,2015
112,Better.com,2020-11-10,United States,New York,Fintech,"Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers",6.0,40.6943,-73.9249,,18713220.0,1840034016,2020
113,Wiz,2021-03-17,Israel,Tel Aviv-Yafo,Cybersecurity,"Insight Partners, Sequoia Capital, Index Ventures",6.0,32.08,34.78,admin,451523.0,1376401542,2021
114,iCapital Network,2021-07-27,United States,New York,Fintech,"BlackRock, Blackstone, UBS",6.0,40.6943,-73.9249,,18713220.0,1840034016,2021
115,6Sense,2021-03-30,United States,San Francisco,Artificial Intelligence,"Venrock, Battery Ventures, Insight Partners",5.2,37.7562,-122.443,,3592294.0,1840021543,2021
116,Attentive,2020-09-23,United States,Hoboken,Mobile & telecommunications,"NextView Ventures, Eniac Ventures, Sequoia Capital",5.99,40.7453,-74.0279,,52677.0,1840003599,2020
117,Easyhome,2018-02-12,China,Beijing,Consumer & retail,"Alibaba Group, Boyu Capital, Borui Capital",5.78,39.905,116.3914,primary,19433000.0,1156228865,2018
118,Lianjia,2016-04-07,China,Beijing,E-commerce & direct-to-consumer,"Tencent, Baidu, Huasheng Capital",5.77,39.905,116.3914,primary,19433000.0,1156228865,2016
119,Vice Media,2011-04-02,United States,Brooklyn,Internet software & services,"Technology Crossover Ventures, A&E Television Networks",5.7,40.6501,-73.9496,,2559903.0,1840034030,2011
120,Cityblock Health,2020-12-10,United States,Brooklyn,Health,"Thrive Capital, Maverick Ventures, Redpoint Ventures",5.7,40.6501,-73.9496,,2559903.0,1840034030,2020
121,Workato,2021-01-12,United States,Mountain View,Internet software & services,"Battery Ventures, Storm Ventures, Redpoint Ventures",5.7,37.4,-122.0796,,82739.0,1840020332,2021
122,Back Market,2021-05-18,France,Paris,E-commerce & direct-to-consumer,"Aglae Ventures, Eurazeo, Daphni",5.7,48.8566,2.3522,primary,11020000.0,1250015082,2021
123,RELEX,2022-02-17,Finland,Helsinki,"Supply chain, logistics, & delivery","Blackstone, Technology Crossover Ventures, Summit Partners",5.7,60.1756,24.9342,primary,642045.0,1246177997,2022
124,The Boring Company,2022-04-20,United States,Pflugerville,Other,"VY Capital, 8VC, Craft Ventures",5.7,30.452,-97.6022,,65380.0,1840020892,2022
125,Postman,2020-06-11,United States,San Francisco,Internet software & services,"Nexus Venture Partners, CRV, Insight Partners",5.6,37.7562,-122.443,,3592294.0,1840021543,2020
126,FiveTran,2020-06-30,United States,Oakland,Data management & analytics,"Matrix Partners, Andreessen Horowitz, General Catalyst",5.6,37.7903,-122.2165,,433031.0,1840020296,2020
127,Trade Republic,2021-05-20,Germany,Berlin,Fintech,"Founders Fund. Accel, Creandum",5.36,52.5167,13.3833,primary,3644826.0,1276451290,2021
128,Rappi,2018-08-31,Colombia,Bogota,"Supply chain, logistics, & delivery","DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",5.25,4.6126,-74.0705,primary,9464000.0,1170483426,2018
129,Collibra,2019-01-29,Belgium,Brussels,Data management & analytics,"Index Ventures, Battery Ventures, ICONIQ Capital",5.25,50.8333,4.3333,primary,1743000.0,1056469830,2019
130,OneTrust,2019-07-11,United States,Atlanta,Internet software & services,Insight Partners,5.1,33.7627,-84.4224,admin,5449398.0,1840013660,2019
131,QuintoAndar,2019-09-09,Brazil,Campinas,E-commerce & direct-to-consumer,"Kaszek Ventures, General Atlantic, SoftBank Group",5.1,-22.9009,-47.0573,,1164098.0,1076145766,2019
132,C6 Bank,2020-12-02,Brazil,Sao Paulo,Fintech,Credit Suisse,5.05,-23.5504,-46.6339,admin,22046000.0,1076532519,2020
133,United Imaging Healthcare,2017-09-15,China,Shanghai,Health,"China Life Insurance, China Development Bank Capital, CITIC Securities International",5.0,31.1667,121.4667,admin,22120000.0,1156073548,2017
134,Hello TransTech,2018-06-01,China,Shanghai,Auto & transportation,"Ant Financial Services Group, GGV Capital",5.0,31.1667,121.4667,admin,22120000.0,1156073548,2018
135,Airwallex,2019-03-25,Australia,Melbourne,Fintech,"DST Global, Sequoia Capital China, Tencent Holdings",5.5,-37.8136,144.9631,admin,5078193.0,1036533631,2019
136,Mambu,2021-01-06,Netherlands,Amsterdam,Fintech,"Runa Capital, Acton Capital Partners, Point Nine Capital",5.5,52.3667,4.8833,primary,862965.0,1528355309,2021
137,Horizon Robotics,2019-02-27,China,Beijing,Artificial Intelligence,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",5.0,39.905,116.3914,primary,19433000.0,1156228865,2019
138,WM Motor,2019-03-08,China,Shanghai,Auto & transportation,"Baidu Capital, Linear Venture, Tencent",5.0,31.1667,121.4667,admin,22120000.0,1156073548,2019
139,Howden Group Holdings,2020-09-29,United Kingdom,London,Other,"General Atlantic, 3i Group, Huagai Capital",5.0,51.5072,-0.1275,primary,10979000.0,1826645935,2020
140,SambaNova Systems,2021-04-13,United States,Palo Alto,Data management & analytics,"Walden International, Google Ventures, Intel Capital",5.0,37.3913,-122.1468,,65364.0,1840020333,2021
141,ZEPZ,2021-08-23,United Kingdom,London,Fintech,"Accel, Technology Crossover Ventures, LeapFrog Investments",5.0,51.5072,-0.1275,primary,10979000.0,1826645935,2021
142,OakNorth Bank,2017-10-12,United Kingdom,London,Fintech,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",5.0,51.5072,-0.1275,primary,10979000.0,1826645935,2017
143,Moon Active,2020-01-26,Israel,Tel Aviv-Yafo,Mobile & telecommunications,"Insight Partners, Andalusian Capital Partners",5.0,32.08,34.78,admin,451523.0,1376401542,2020
144,OfBusiness,2021-07-31,India,Gurgaon,E-commerce & direct-to-consumer,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",5.0,28.45,77.02,,197340.0,1356836043,2021
145,Cockroach Labs,2021-01-12,United States,New York,Data management & analytics,"Google Ventures, Benchmark, FirstMark Capital",5.0,40.6943,-73.9249,,18713220.0,1840034016,2021
146,Pine Labs,2020-01-24,India,New Delhi,Fintech,"Sequoia Capital India, Temasek, PayPal Ventures",5.0,28.7,77.2,primary,142004.0,1356215164,2020
147,Qonto,2022-01-11,France,Paris,Fintech,"Alven Capital, Valar Ventures, Tencent Holdings",5.0,48.8566,2.3522,primary,11020000.0,1250015082,2022
148,Ola Electric Mobility,2019-07-02,India,Bangalore,Auto & transportation,"SoftBank Group, Tiger Global Management, Matrix Partners India",5.0,12.9699,77.598,admin,13707000.0,1356410365,2019
149,Icertis,2019-07-17,United States,Bellevue,Artificial Intelligence,"Eight Roads Ventures, Greycroft, Ignition Partners",5.0,47.5951,-122.1535,,148164.0,1840018417,2019
150,Hopper,2021-03-24,Canada,Montreal,Travel,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",5.0,45.5089,-73.5617,,3519595.0,1124586170,2021
151,VerSe Innovation(Dailyhunt),2020-12-22,India,Bangalore,Internet software & services,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",5.0,12.9699,77.598,admin,13707000.0,1356410365,2020
152,ShareChat,2021-04-08,India,Bangalore,Internet software & services,"India Quotient, Elevation Capital, Lightspeed Venture Partners",5.0,12.9699,77.598,admin,13707000.0,1356410365,2021
153,Meesho,2021-04-05,India,Bangalore,Internet software & services,"Venture Highway, Sequoia Capital India, Prosus Ventures",4.9,12.9699,77.598,admin,13707000.0,1356410365,2021
154,Cerebral,2021-06-10,United States,San Francisco,Health,"Oak HC/FT Partners, Artis Ventures, WestCap Group",4.8,37.7562,-122.443,,3592294.0,1840021543,2021
155,Creditas,2020-12-18,Brazil,Sao Paulo,Fintech,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",4.8,-23.5504,-46.6339,admin,22046000.0,1076532519,2020
156,Reify Health,2021-08-10,United States,Boston,Health,"Sierra Ventures, Battery Ventures, Asset Management Ventures",4.8,42.3188,-71.0846,admin,4688346.0,1840000455,2021
157,Chipone,2021-12-16,China,Beijing,Hardware,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",4.73,39.905,116.3914,primary,19433000.0,1156228865,2021
158,BetterUp,2021-02-25,United States,San Francisco,Internet software & services,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",4.7,37.7562,-122.443,,3592294.0,1840021543,2021
159,Pleo,2021-07-06,Denmark,Copenhagen,Fintech,"Creandum, Founders, Kinnevik",4.7,55.6761,12.5689,primary,602481.0,1208763942,2021
160,SonarSource,2022-04-26,Switzerland,Geneva,Internet software & services,"Advent International,General Catalyst,Insight Partners",4.7,46.2,6.15,admin,201818.0,1756810813,2022
161,Anduril,2019-09-11,United States,Irvine,Artificial Intelligence,"Andreessen Horowitz, Founders Fund, Revolution Ventures",4.6,33.6772,-117.7738,,287401.0,1840019325,2019
